Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Name FR,Identifier,Date/Time,TimeStart,TimeEnd,Location,Price,Description,Description FR,Notice,Notice FR,Dag_NL,Dag_FR,Maand_NL,Maand_FR,Status,Imgname
NIEUW : Zumba,nieuw-zumba-6,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68d15c422856d3e9576b1a2c,false,false,Mon Sep 22 2025 14:25:06 GMT+0000 (Coordinated Universal Time),Mon Sep 22 2025 14:25:06 GMT+0000 (Coordinated Universal Time),Mon Sep 22 2025 14:25:06 GMT+0000 (Coordinated Universal Time),NOUVEAU : Zumba,,Fri Oct 31 2025 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,15:00,De Harmonie,1,"Na het vertrek van Thérèse verandert uw wekelijkse gymnastiekles van vorm en locatie: Welkom aan Yasmine, die elke vrijdag van 14 tot 15 uur een Zumba-les zal geven in de zaal boven de Harmonie! ","Suite au départ de Thérèse, votre gymnastique hebdomadaire change de forme et d'adresse : Bienvenue à Yasmine qui animera un cours de Zumba tous les vendredis dans la salle en haut de l'Harmonie de 14 à 15h ! ","Als je nog niet weet wat zumba is, kom dan vrijdag eens kijken, de eerste les is gratis! ","Si vous ne savez pas encore ce qu'est la zumba, venez le découvrir ce vendredi, le premier cours est offert !!! ",vrijdag,vendredi,oktober,octobre,Gepubliceerd,
NIEUW : Zumba ,nieuw-zumba-7,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68f76202d9e9e70b9228d2a6,false,false,Tue Oct 21 2025 10:35:46 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 10:35:46 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 10:35:46 GMT+0000 (Coordinated Universal Time),NOUVEAU : Zumba,,Fri Nov 07 2025 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,15:00,De Harmonie,1,"Na het vertrek van Thérèse verandert uw wekelijkse gymnastiekles van vorm en locatie: Welkom aan Yasmine, die elke vrijdag van 14 tot 15 uur een Zumba-les zal geven in de zaal boven de Harmonie! ","Suite au départ de Thérèse, votre gymnastique hebdomadaire change de forme et d'adresse : Bienvenue à Yasmine qui animera un cours de Zumba tous les vendredis dans la salle en haut de l'Harmonie de 14 à 15h ! ","Als je nog niet weet wat zumba is, kom dan vrijdag eens kijken, de eerste les is gratis! ","Si vous ne savez pas encore ce qu'est la zumba, venez le découvrir ce vendredi, le premier cours est offert !!! ",vrijdag,vendredi,november,novembre,Gepubliceerd,
NIEUW : Zumba,nieuw-zumba-8,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68f762161f03a9c417f49210,false,false,Tue Oct 21 2025 10:36:06 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 10:36:06 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 10:36:06 GMT+0000 (Coordinated Universal Time),NOUVEAU : Zumba,,Fri Nov 14 2025 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,15:00,De Harmonie,1,"Na het vertrek van Thérèse verandert uw wekelijkse gymnastiekles van vorm en locatie: Welkom aan Yasmine, die elke vrijdag van 14 tot 15 uur een Zumba-les zal geven in de zaal boven de Harmonie! ","Suite au départ de Thérèse, votre gymnastique hebdomadaire change de forme et d'adresse : Bienvenue à Yasmine qui animera un cours de Zumba tous les vendredis dans la salle en haut de l'Harmonie de 14 à 15h ! ","Als je nog niet weet wat zumba is, kom dan vrijdag eens kijken, de eerste les is gratis! ","Si vous ne savez pas encore ce qu'est la zumba, venez le découvrir ce vendredi, le premier cours est offert !!! ",vrijdag,vendredi,november,novembre,Gepubliceerd,
NIEUW : Zumba,nieuw-zumba-9,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68f76227bf1f2b7d002243b0,false,false,Tue Oct 21 2025 10:36:23 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 10:36:23 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 10:36:23 GMT+0000 (Coordinated Universal Time),NOUVEAU : Zumba,,Fri Nov 21 2025 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,15:00,De Harmonie,1,"Na het vertrek van Thérèse verandert uw wekelijkse gymnastiekles van vorm en locatie: Welkom aan Yasmine, die elke vrijdag van 14 tot 15 uur een Zumba-les zal geven in de zaal boven de Harmonie! ","Suite au départ de Thérèse, votre gymnastique hebdomadaire change de forme et d'adresse : Bienvenue à Yasmine qui animera un cours de Zumba tous les vendredis dans la salle en haut de l'Harmonie de 14 à 15h ! ","Als je nog niet weet wat zumba is, kom dan vrijdag eens kijken, de eerste les is gratis! ","Si vous ne savez pas encore ce qu'est la zumba, venez le découvrir ce vendredi, le premier cours est offert !!! ",vrijdag,vendredi,november,novembre,Gepubliceerd,
Nieuwjaardrink,nieuwjaardrink,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,63ac0d9a3605a4207b0bb936,false,false,Wed Dec 28 2022 09:34:18 GMT+0000 (Coordinated Universal Time),Wed Dec 28 2022 09:34:18 GMT+0000 (Coordinated Universal Time),Wed Dec 28 2022 09:48:14 GMT+0000 (Coordinated Universal Time),Drink de Nouvel An,,Tue Jan 10 2023 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,16:00,De Harmonie,,Laten we samenkomen om het nieuwe jaar te vieren en de beste wensen uit te wisselen !,Retrouvons-nous pour célébrer la nouvelle année et échanger nos meilleurs voeux !,,,dinsdag,mardi,januari,janvier,Gepubliceerd,
Nieuwjaarsdiner,nieuwjaarsdiner,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,65705241c5770d14d5d0b15d,false,false,Wed Dec 06 2023 10:51:45 GMT+0000 (Coordinated Universal Time),Fri Dec 15 2023 14:32:55 GMT+0000 (Coordinated Universal Time),Fri Dec 15 2023 14:33:03 GMT+0000 (Coordinated Universal Time),Diner de Nouvel An,,Thu Jan 04 2024 11:00:00 GMT+0000 (Coordinated Universal Time),12:00,,De Harmonie,15,"Dit jaar vieren we Nieuwjaar met onze grote feestmaaltijd. Menu : Nieuwjaarsaperitief
Romige Aspergesoep
Duivelse Scampi’s
Eendenborst met Gebraiseerde Witloof en Dennenappel-kroketjes
Banana Split
","Cette année nous mettons le Nouvel An à l'honneur pour notre grand repas de fête. Au Menu : Apéritif du nouvel An
Velouté d'Asperges
Scampis à la Diable
Magret de Canard Accompagné de Chicon Braisé et Pommes Pins
Banana Split
",Reserveren verplicht. ,Sur réservation. ,donderdag,jeudi,januari,janvier,Gepubliceerd,
Nieuwjaarsdrink 2025,nieuwjaarsdrink-2025,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,676d3e89580c284746fd3591,false,false,Thu Dec 26 2024 11:31:21 GMT+0000 (Coordinated Universal Time),Thu Dec 26 2024 11:31:21 GMT+0000 (Coordinated Universal Time),Thu Dec 26 2024 11:31:21 GMT+0000 (Coordinated Universal Time),Verre de l'amitié 2025,,Thu Jan 02 2025 11:00:00 GMT+0000 (Coordinated Universal Time),12:00,,De Harmonie,,"Om het nieuwe jaar in harmonie goed te beginnen, nodigen we je uit om samen een glas champagne te drinken, in een geest van vreugde en goed humeur.","Pour bien débuter l'année en harmonie, nous vous invitons à partager une petite coupe de champagne tous ensemble dans la joie et la bonne humeur.",,,donderdag,jeudi,januari,janvier,Gepubliceerd,
Noordwijk Feest,noordwijk-feest,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,64e729f2a842930b0bbcd4a2,false,false,Thu Aug 24 2023 09:59:14 GMT+0000 (Coordinated Universal Time),Thu Aug 24 2023 09:59:14 GMT+0000 (Coordinated Universal Time),Thu Aug 24 2023 09:59:19 GMT+0000 (Coordinated Universal Time),Fête du Quartier Nord,,Sat Sep 30 2023 08:00:00 GMT+0000 (Coordinated Universal Time),,,Noordwijk,,De hele buurt viert feest ! Binnenkort meer informatie :),Tout le quartier sera en fête ! Bientôt plus d'informations :) ,,,zaterdag,samedi,september,septembre,Gepubliceerd,
"Onafhankelijkheidsdag van Congo ""Dipenda""",onafhankelijkheidsdag-van-congo-dipenda-2,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68356e8e5818393bd5d8a83b,false,false,Tue May 27 2025 07:49:34 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 07:49:34 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 07:49:34 GMT+0000 (Coordinated Universal Time),"Fête de l'Indépendance du Congo ""Dipenda""",,Fri Jun 27 2025 07:00:00 GMT+0000 (Coordinated Universal Time),,,De Harmonie,,"Deze dag, georganiseerd op initiatief van Gonnard, wil 2 gemeenschappen samenbrengen: de Congolezen in België en de Belgen die in Congo woonden (voor of na de onafhankelijkheid) om verhalen en anekdotes uit te wisselen over de relatie tussen onze 2 landen. Concerten, traditionele gerechten, zoete aardappelfrietjes in de namiddag, enz. De Harmonie nodigt u uit voor een echt feest! ","Organisée à l'initiative de Gonnard, cette journée vise la réunion de 2 communautés : les Congolais de Belgique et les Belges ayant résidé au Congo (avant ou après l'indépendance) afin de pouvoir échanger histoires et anecdotes sur la relation entre nos 2 pays. Concerts, plat traditionnel, frites de patates douces durant l'après-midi, etc. C'est à une vraie fête que vous convie De Harmonie ! ",,,vrijdag,vendredi,juni,juin,Gepubliceerd,
ONTMOETING VOOR DE ZEE 2025 !,ontmoeting-voor-de-zee-2025,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6847ff1c9580a258a01f13d7,false,false,Tue Jun 10 2025 09:47:08 GMT+0000 (Coordinated Universal Time),Tue Jun 10 2025 09:47:08 GMT+0000 (Coordinated Universal Time),Tue Jun 10 2025 09:47:08 GMT+0000 (Coordinated Universal Time),RÉUNION POUR LA MER 2025 !,,Mon Jun 16 2025 08:30:00 GMT+0000 (Coordinated Universal Time),10:30,11:00,"De Harmonie, salle du haut",,"Hier zijn we weer met de vaste prijs, transfergegevens, begeleiders, ALLES! Ter herinnering, we vertrekken van 8 tot 12 september en er zijn nog plaatsen beschikbaar :)","Nous revoilà avec le prix fixé, les coordonnées de virement, les accompagnateurs, TOUT ! Pour rappel nous partons du 8 au 12 septembre et il reste de la place :) ",,,maandag,lundi,juni,juin,Gepubliceerd,
OP WEG NAAR ZEE : LAATSTE OPROEP !!!,op-weg-naar-zee-laatste-oproep,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6643374af13d2bd1e136cdf8,false,false,Tue May 14 2024 10:04:58 GMT+0000 (Coordinated Universal Time),Tue May 14 2024 10:04:58 GMT+0000 (Coordinated Universal Time),Tue May 14 2024 10:05:03 GMT+0000 (Coordinated Universal Time),DÉPART A LA MER : DERNIER APPEL !!!,,Tue May 21 2024 07:00:00 GMT+0000 (Coordinated Universal Time),,,NIEUPOORT,350-410,"Er zijn al 40 van jullie geboekt voor de reis naar Nieupoort van 2 tot 6 september. Het hotel vertelde me dat alle eenpersoonskamers nu vol zijn, maar er zijn nog een paar tweepersoonskamers beschikbaar. Laat het ons zo snel mogelijk weten als je mee wilt, want we kunnen niet garanderen dat er daarna nog plek is.","Vous êtes déjà 40 pour le voyage qui aura lieu du 2 au 6 septembre à Nieupoort. L'hôtel m'indique que dorénavant toutes les chambres singles sont complètes, il reste quelques chambres doubles encore disponibles. Merci de nous dire au plus vite si vous désirez vous joindre à nous, après nous ne pouvons pas vous garantir qu'il restera de la place. ",,,disndag,mardi,mei,mai,Gepubliceerd,
"OPERA : ""La Périchole"" van Jacques Offenbach (Luik)",opera-la-perichole-van-jacques-offenbach-luik,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,674852864aed749638bda3db,false,false,Thu Nov 28 2024 11:22:46 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 11:22:46 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 11:22:51 GMT+0000 (Coordinated Universal Time),"OPERA : ""La Périchole"" de Jacques Offenbach (Liège)",,Sun Dec 22 2024 14:00:00 GMT+0000 (Coordinated Universal Time),15:00,,Opéra Royal de Wallonie - Liège,1.25,"In Lima rond 1770 zet de onderkoning van Peru, Don Andrès, een verzamelaar van vrouwelijke veroveringen, zijn zinnen op La Périchole, een arme straatzangeres. Ze verlaat haar trieste toestand en haar minnaar Piquillo om in het paleis te gaan wonen. Maar om een officiële maîtresse te worden, moet ze getrouwd zijn! Piquillo, die op de loer ligt, wordt uitgekozen en stemt er in een dronken bui mee in om het masker van een valse echtgenoot op zich te nemen...","À Lima vers 1770, le vice-roi du Pérou, Don Andrès, collectionneur de conquêtes féminines, jette son dévolu sur la Périchole, une pauvre chanteuse des rues. Elle quitte sa triste condition et son amant Piquillo pour s’installer au palais. Mais pour devenir maîtresse officielle, elle doit être mariée ! Piquillo, rôdant dans les parages, est désigné et accepte, dans les brumes de l’ivresse, d’endosser le masque du faux mari…",Treinreis naar Luik. Neem contact op met Leopold of Bianca voor dienstregelingen. ,Voyage en train jusque Liège. Contacter Leopold ou Bianca pour les horaires. ,zondag,dimanche,december,decembre,Gepubliceerd,
Origami met Elena Ortiz,origami-met-elena-ortiz,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,67bdabf28ac878af32c71ec8,false,false,Tue Feb 25 2025 11:39:30 GMT+0000 (Coordinated Universal Time),Tue Feb 25 2025 11:39:30 GMT+0000 (Coordinated Universal Time),Tue Feb 25 2025 11:39:30 GMT+0000 (Coordinated Universal Time),Origami avec Elena Ortiz,,Mon Mar 17 2025 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,16:00,de Harmonie,,Ter gelegenheid van de 80e verjaardag van het atoombombardement op Hiroshima nodigt Elena je uit om deel te nemen aan een herdenkingsactie door zoveel mogelijk origami kraanvogels te vouwen. Deze zullen naar het Hiroshima Peace Memorial worden gestuurd. ,"À l'occasion de la commémoration des 80 ans de la bombe atomique sur Hiroshima, Elena vous propose de participer à une action de mémoire en pliant le plus grand nombre de grues en origami. Celles-ci seront envoyées au Mémorial de la Paix à Hiroshima. ",,,maandag,lundi,maart,mars,Gepubliceerd,
Panelvergadering openbare Netheid in de Noordwijk,panelvergadering-openbare-netheid-in-de-noordwijk,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,656726bfce9be79ea23fdcd6,false,false,Wed Nov 29 2023 11:55:43 GMT+0000 (Coordinated Universal Time),Wed Nov 29 2023 11:55:43 GMT+0000 (Coordinated Universal Time),Wed Nov 29 2023 11:55:49 GMT+0000 (Coordinated Universal Time),Réunion publique sur la propreté dans le quartier nord,,Thu Dec 07 2023 16:00:00 GMT+0000 (Coordinated Universal Time),17:00,20:00,De Harmonie,,"Momenteel werken wij, de dienst Openbare Netheid van Stad Brussel, aan een lokaal netheidsplan voor de Noordwijk, in samenwerking met gespecialiseerde adviesbureaus (RDC Environment en Espace Environnement asbl) die ons daarbij begeleiden. Daarom willen wij u bij dit proces betrekken door u uit te nodigen om deel uit te maken van ons panel van plaatselijke belanghebbenden. Dit panel, dat is samengesteld uit een aanzienlijk deel van de actieve krachten van de gemeente, zal tijdens de uitwerking van het lokale netheidsplan bijeenkomen om nieuwe ideeën en mogelijke oplossingen aan te dragen om de bovengenoemde problemen beter te beheren of zelfs om ze in de toekomst te vermijden. ","Nous, le Service de la propreté publique de la Ville de Bruxelles, travaillons actuellement à l'élaboration d'un plan local de propreté pour le Quartier Nord, en collaboration avec des bureaux d'études spécialisés (RDC Environnement et Espace Environnement asbl) qui nous accompagnent dans cette démarche. Nous souhaitons donc vous associer à cette démarche en vous invitant à rejoindre notre panel d'acteurs locaux. Ce panel, composé d'une partie importante des forces vives de la commune, se réunira dans le cadre de l'élaboration du plan local de propreté afin de proposer de nouvelles idées et des solutions possibles pour mieux gérer les problèmes évoqués ci-dessus, voire les éviter à l'avenir. ",,,donderdag,jeudi,december,decembre,Gepubliceerd,
Pannenkoekendag,pannenkoekendag-3,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6788fafdea95042e07c85166,false,false,Thu Jan 16 2025 12:26:37 GMT+0000 (Coordinated Universal Time),Thu Jan 16 2025 12:26:37 GMT+0000 (Coordinated Universal Time),Thu Jan 16 2025 12:26:37 GMT+0000 (Coordinated Universal Time),Fête de la Chandeleur,,Mon Feb 03 2025 13:00:00 GMT+0000 (Coordinated Universal Time),,,De Harmonie,,Bewaar ruimte voor het dessert: het is pannenkoekendag :) ,Gardez de la place pour le dessert : c'est le jour des crèpes :) ,,,maandag,lundi,februari,février,Gepubliceerd,
Petanque Indoor,petanque-indoor-56,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6717776cc963df20edd89fe2,false,false,Tue Oct 22 2024 09:59:08 GMT+0000 (Coordinated Universal Time),Tue Oct 22 2024 09:59:08 GMT+0000 (Coordinated Universal Time),Tue Oct 22 2024 10:21:08 GMT+0000 (Coordinated Universal Time),Pétanque à l'intérieur,140,Tue Nov 26 2024 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,,De Harmonie,0,"Vanaf nu zal jeu de boules maar één keer per maand plaatsvinden, dus mis het niet :) ",Désormais la pétanque n'aura lieu qu'une fois par mois alors ne manquez pas cette édition :) ,,,dinsdag,mardi,november,novembre,Gepubliceerd,spelletjes.png
Pilates & Fitness ,pilates-fitness-133,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68790fe417a77c8cf4e45436,false,false,Thu Jul 17 2025 14:59:48 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 14:59:48 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 14:59:48 GMT+0000 (Coordinated Universal Time),Pilates & Fitness,105,Fri Aug 01 2025 09:00:00 GMT+0000 (Coordinated Universal Time),11:00,,Pôle Nord,1,Thérèse laat je elk deel van je lichaam bewegen!,Thérèse va vous faire bouger toutes les parties de votre corps !,,,vrijdag,vendredi,augustus,août,Gepubliceerd,
Pilates & Fitness ,pilates-fitness-134,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68790ff87adb4dcf14ad8ade,false,false,Thu Jul 17 2025 15:00:08 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 15:00:08 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 15:00:08 GMT+0000 (Coordinated Universal Time),Pilates & Fitness,105,Fri Aug 08 2025 09:00:00 GMT+0000 (Coordinated Universal Time),11:00,,Pôle Nord,1,Thérèse laat je elk deel van je lichaam bewegen!,Thérèse va vous faire bouger toutes les parties de votre corps !,,,vrijdag,vendredi,augustus,août,Gepubliceerd,
Pilates & Fitness  ,pilates-fitness-135,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6879100c7adb4dcf14ad9b86,false,false,Thu Jul 17 2025 15:00:28 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 15:00:28 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 15:00:28 GMT+0000 (Coordinated Universal Time),Pilates & Fitness,105,Fri Aug 22 2025 09:00:00 GMT+0000 (Coordinated Universal Time),11:00,,Pôle Nord,1,Thérèse laat je elk deel van je lichaam bewegen!,Thérèse va vous faire bouger toutes les parties de votre corps !,,,vrijdag,vendredi,augustus,août,Gepubliceerd,
Pilates & Fitness   ,pilates-fitness-136,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,687910209dc1108bd155c47a,false,false,Thu Jul 17 2025 15:00:48 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 15:00:48 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 15:00:48 GMT+0000 (Coordinated Universal Time),Pilates & Fitness,105,Fri Aug 29 2025 09:00:00 GMT+0000 (Coordinated Universal Time),11:00,,Pôle Nord,1,Thérèse laat je elk deel van je lichaam bewegen!,Thérèse va vous faire bouger toutes les parties de votre corps !,,,vrijdag,vendredi,augustus,août,Gepubliceerd,
Prijsverhoging :(,prijsverhoging,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,685d3153b14554d7f9377e17,false,false,Thu Jun 26 2025 11:38:59 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 11:38:59 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 11:38:59 GMT+0000 (Coordinated Universal Time),Augmentation de nos prix :(,,Mon Jul 07 2025 05:30:00 GMT+0000 (Coordinated Universal Time),,,,+1,"Als gevolg van de stijgende voedsel- en energieprijzen en de herhaalde indexering van de salarissen zijn we tot onze grote spijt genoodzaakt om de prijs van onze gerechten en dranken te verhogen. De verhoging bedraagt €1 per gerecht. Onze gerechten zullen nu tussen de €7 en €9 kosten. We beseffen heel goed dat niemand hier blij mee is, en we hopen van harte dat we jullie niet financieel beperken, maar we kunnen de Harmonie niet draaiende houden zonder. We staan natuurlijk open voor suggesties.","Suite à l'augmentation du prix des denrées alimentaires, du prix de l'énergie, de l'indexation répétée des salaires, nous nous voyons dans l'obligation, et à grand regret, de devoir augmenter le prix de nos plats et de nos boissons. L'augmentation est de 1€ par plat. Nos plats seront désormais servis à un prix variant entre 7 et 9€. Nous avons bien conscience que cela ne réjouit personne et espérons sincèrement ne pas vous limiter financièrement, mais nous ne pouvons pas continuer à faire vivre l'Harmonie sans cela. Nous sommes bien entendu ouvert à toute suggestion.",,,,,,,Gepubliceerd,
Rommelmarkt & Weggeefwinkel,rec1eieV6LrAYnv3E,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,63567599b12d88e4e9e19275,false,false,Mon Oct 24 2022 11:23:05 GMT+0000 (Coordinated Universal Time),Mon Oct 24 2022 11:23:05 GMT+0000 (Coordinated Universal Time),Mon Oct 24 2022 11:23:05 GMT+0000 (Coordinated Universal Time),Brocante & Donnerie,124,Sat Oct 29 2022 05:00:00 GMT+0000 (Coordinated Universal Time),9:00,20:00,Rue de la Flèche 5-7,,"Hier om de hoek kan je op zaterdag terecht voor 'des bonnes affaires', iets te eten of te drinken of voor wie eens zot wil doen op het springkasteel...","Ce samedi, vous pouvez faire des bonnes affaires ici Rue de la Flèche. Il y a aussi à boire et à manger à petits prix et, pour ceux qui veulent enlever leurs chaussures, il y a le château gonflable…",Misschien iets voor na de lunch in De Harmonie ?,Peut-être un truc à faire après le lunch à l'Harmonie ?,zaterdag,samedi,oktober,octobre,Gepubliceerd,uitstappen.png
Balade d'Orlando Tervuren,rec3ktNV3YqM1JC31,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,63443a343f8f25f2943b1e09,false,false,Mon Oct 10 2022 15:28:52 GMT+0000 (Coordinated Universal Time),Mon Oct 10 2022 15:28:52 GMT+0000 (Coordinated Universal Time),Mon Oct 10 2022 15:28:52 GMT+0000 (Coordinated Universal Time),Balade d'Orlando Tervuren,116,Tue Oct 18 2022 05:00:00 GMT+0000 (Coordinated Universal Time),11:00,,rendez-vous Metro Beaulieu,,Wandeling van 8 km langs de oude spoorweg van Tervuren,Balade de 8 km le long de l'ancienne voie de chemin de fer de Tervuren ,"Breng je Picnic mee!
Inschrijven per sms: 0496 500 824","Picnic à emporter!
Inscription par SMS: 0496 500 824",dinsdag,mardi,oktober,octobre,Gepubliceerd,natuurdieren.png
Balade d'Orlando,rec49cLMn8MK41yW0,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,645228b0f7fc9bfaaa881d08,false,false,Wed May 03 2023 09:26:08 GMT+0000 (Coordinated Universal Time),Wed May 03 2023 09:26:08 GMT+0000 (Coordinated Universal Time),Wed May 03 2023 09:26:08 GMT+0000 (Coordinated Universal Time),'Le Retour',153,Thu May 04 2023 05:00:00 GMT+0000 (Coordinated Universal Time),12:00,15:00,Metro Koning Boudewijn aan de Halte van De Lijn 250 / 251,,"Eerste Wandeling van het het seizoen met Orlando. 
We gaan naar de Kruidtuin van Meise. 
Breng je picknick mee !","Première Balade de la Saison avec Orlando.
On va visiter le Jardin Botanique de Meise.
Amenez votre pic-nic !",Neem een plastiek zakje mee ! (Berenlook),Prenez un sac en plastique ! (Ail des Ours),donderdag,jeudi,mei,mai,Gepubliceerd,natuurdieren.png
Bezoek Carnaval-museum Binche,rec4SKhFuwe8zxFRV,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6332ce102553773016d62981,false,false,Tue Sep 27 2022 10:18:56 GMT+0000 (Coordinated Universal Time),Tue Sep 27 2022 10:28:41 GMT+0000 (Coordinated Universal Time),Tue Sep 27 2022 10:28:49 GMT+0000 (Coordinated Universal Time),,,Sun Oct 02 2022 05:00:00 GMT+0000 (Coordinated Universal Time),,,De Harmonie,,"Pépita neemt je mee op een spannende ontdekkingsreis: de carnaval-folklore en gemaskerde tradities van over de hele wereld.
We trekken naar het Internationaal Carnaval- en Maskermuseum in Binche.
(Rue Saint-Moustier 10 in 7130 BINCHE)
Afspraak in het Noordstation om 10u18.
Opstappen kan ook in Brussel Centraal (10u22) of Zuid (10u30)
Aankomst in Binche om 11u48. Eerst gaan we op zoek naar een charmant restaurant. Tegen 14u25 stappen we het museum binnen.
",,Reservaties rechtstreeks bij Pépita via j.pien@gmail.com of 0471/215.130,,zondag,,oktober,,Gepubliceerd,
Jaarlijkse vakantie De Harmonie tot zondag 7 augustus,rec5G7nAIdz38X0HK,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,62bedb9ea36acee58195edb3,false,false,Fri Jul 01 2022 11:33:50 GMT+0000 (Coordinated Universal Time),Fri Jul 01 2022 12:19:30 GMT+0000 (Coordinated Universal Time),Fri Jul 01 2022 12:24:37 GMT+0000 (Coordinated Universal Time),,30,Mon Jul 25 2022 05:00:00 GMT+0000 (Coordinated Universal Time),,,,,,,,,maandag,,juli,,,
Activiteit NL,rec5Q32vveG1hOzhK,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,633c4dbd442bad59906e2b03,false,true,Tue Oct 04 2022 15:14:05 GMT+0000 (Coordinated Universal Time),Tue Oct 04 2022 15:22:38 GMT+0000 (Coordinated Universal Time),,Activiteit FR,75,Wed Oct 19 2022 05:00:00 GMT+0000 (Coordinated Universal Time),10,11,De Harmonie,5,Beschrijving NL,Beschrijving FR,Notice NL,Notice FR,woensdag,,oktober,,Gepubliceerd,
Activiteit NL,rec5Q32vveG1hOzhK-4,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,633c4dcf36d1df1ce825a55b,false,true,Tue Oct 04 2022 15:14:23 GMT+0000 (Coordinated Universal Time),Tue Oct 04 2022 15:22:30 GMT+0000 (Coordinated Universal Time),,Activiteit FR,75,Wed Oct 19 2022 05:00:00 GMT+0000 (Coordinated Universal Time),10,11,De Harmonie,5,Beschrijving NL,Beschrijving FR,Notice NL,Notice FR,woensdag,,oktober,,Gepubliceerd,
Musette met Rudi Tastenoe !,rec6ZkrTbKxNDqtJx,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,633d766f5ccd4669b2f0093e,false,false,Wed Oct 05 2022 12:19:59 GMT+0000 (Coordinated Universal Time),Thu Oct 06 2022 09:42:35 GMT+0000 (Coordinated Universal Time),Thu Oct 06 2022 09:44:40 GMT+0000 (Coordinated Universal Time),Musette avec Rudi Tastenoe !,104,Thu Oct 13 2022 05:00:00 GMT+0000 (Coordinated Universal Time),14:00,,"Ganshoren GC De ZEYP, Zeypstraat 47",2,"De Musette namiddagen in de Zeyp, altijd ambiance & nostalgie. Nu zeker met Rudi Tastenoe ! Voor wie niet graag danst, er is ook taart...","Les après-midi Musette dans le Zeyp, toujours ambiance & nostalgie. Surtout cette fois-ci avec Rudi Tastenoe ! Pour ceux qui n’aiment pas danser, il y a aussi du gâteau...","Rechtstreeks reserveren via dezeyp@vgc.be of 02 422 00 11
Bus 84 of 87, halte Nereus of Lowet","Réservation directe via dezeyp@vgc.be ou 02 422 00 11
Bus 84 ou 87, arrêts Nereus ou Lowet",donderdag,jeudi,oktober,octobre,Gepubliceerd,
